party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
PERU LIBERTARIO *,0.0,0.0,0.0,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",207.0,8.57,6.62,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
ACCION POPULAR ,48.0,1.99,1.53,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
DEMOCRACIA DIRECTA ,528.0,21.87,16.88,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PERU POSIBLE ,7.0,0.29,0.22,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PERU NACION *,0.0,0.0,0.0,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PROGRESANDO PERU ,6.0,0.25,0.19,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PARTIDO POLITICO ORDEN ,3.0,0.12,0.1,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
PERUANOS POR EL KAMBIO ,206.0,8.53,6.59,010306,PERÚ,AMAZONAS,BONGARA,FLORIDA
FRENTE ESPERANZA ,22.0,0.69,0.55,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
FUERZA POPULAR ,1766.0,55.4,43.78,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
ALIANZA POPULAR ,132.0,4.14,3.27,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PERU LIBERTARIO *,0.0,0.0,0.0,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",554.0,17.38,13.73,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
ACCION POPULAR ,178.0,5.58,4.41,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
DEMOCRACIA DIRECTA ,137.0,4.3,3.4,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PERU POSIBLE ,26.0,0.82,0.64,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PERU NACION *,0.0,0.0,0.0,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PROGRESANDO PERU ,11.0,0.35,0.27,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PARTIDO POLITICO ORDEN ,4.0,0.13,0.1,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
PERUANOS POR EL KAMBIO ,358.0,11.23,8.87,010312,PERÚ,AMAZONAS,BONGARA,JAZAN
FRENTE ESPERANZA ,4.0,0.92,0.67,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
FUERZA POPULAR ,169.0,38.76,28.17,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
ALIANZA POPULAR ,23.0,5.28,3.83,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PERU LIBERTARIO *,0.0,0.0,0.0,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",76.0,17.43,12.67,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
ACCION POPULAR ,51.0,11.7,8.5,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
DEMOCRACIA DIRECTA ,50.0,11.47,8.33,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PERU POSIBLE ,1.0,0.23,0.17,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PERU NACION *,0.0,0.0,0.0,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PROGRESANDO PERU ,1.0,0.23,0.17,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
PERUANOS POR EL KAMBIO ,61.0,13.99,10.17,010301,PERÚ,AMAZONAS,BONGARA,JUMBILLA
FRENTE ESPERANZA ,3.0,1.67,1.26,010307,PERÚ,AMAZONAS,BONGARA,RECTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
FUERZA POPULAR ,68.0,37.78,28.45,010307,PERÚ,AMAZONAS,BONGARA,RECTA
ALIANZA POPULAR ,10.0,5.56,4.18,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PERU LIBERTARIO *,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",31.0,17.22,12.97,010307,PERÚ,AMAZONAS,BONGARA,RECTA
ACCION POPULAR ,14.0,7.78,5.86,010307,PERÚ,AMAZONAS,BONGARA,RECTA
DEMOCRACIA DIRECTA ,9.0,5.0,3.77,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PERU POSIBLE ,1.0,0.56,0.42,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PERU NACION *,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PROGRESANDO PERU ,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010307,PERÚ,AMAZONAS,BONGARA,RECTA
PERUANOS POR EL KAMBIO ,44.0,24.44,18.41,010307,PERÚ,AMAZONAS,BONGARA,RECTA
FRENTE ESPERANZA ,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
FUERZA POPULAR ,129.0,54.66,41.61,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
ALIANZA POPULAR ,6.0,2.54,1.94,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PERU LIBERTARIO *,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",37.0,15.68,11.94,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
ACCION POPULAR ,9.0,3.81,2.9,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
DEMOCRACIA DIRECTA ,12.0,5.08,3.87,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PERU POSIBLE ,3.0,1.27,0.97,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PERU NACION *,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PROGRESANDO PERU ,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
PERUANOS POR EL KAMBIO ,40.0,16.95,12.9,010308,PERÚ,AMAZONAS,BONGARA,SAN CARLOS
FRENTE ESPERANZA ,2.0,0.35,0.21,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
FUERZA POPULAR ,243.0,42.71,26.07,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
ALIANZA POPULAR ,19.0,3.34,2.04,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",134.0,23.55,14.38,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
ACCION POPULAR ,21.0,3.69,2.25,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
DEMOCRACIA DIRECTA ,81.0,14.24,8.69,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PERU POSIBLE ,9.0,1.58,0.97,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PERU NACION *,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PROGRESANDO PERU ,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
PERUANOS POR EL KAMBIO ,60.0,10.54,6.44,010309,PERÚ,AMAZONAS,BONGARA,SHIPASBAMBA
FRENTE ESPERANZA ,1.0,0.18,0.14,010310,PERÚ,AMAZONAS,BONGARA,VALERA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010310,PERÚ,AMAZONAS,BONGARA,VALERA
FUERZA POPULAR ,355.0,65.5,50.5,010310,PERÚ,AMAZONAS,BONGARA,VALERA
ALIANZA POPULAR ,14.0,2.58,1.99,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PERU LIBERTARIO *,0.0,0.0,0.0,010310,PERÚ,AMAZONAS,BONGARA,VALERA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",95.0,17.53,13.51,010310,PERÚ,AMAZONAS,BONGARA,VALERA
ACCION POPULAR ,14.0,2.58,1.99,010310,PERÚ,AMAZONAS,BONGARA,VALERA
DEMOCRACIA DIRECTA ,10.0,1.85,1.42,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PERU POSIBLE ,2.0,0.37,0.28,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PERU NACION *,0.0,0.0,0.0,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PROGRESANDO PERU ,1.0,0.18,0.14,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010310,PERÚ,AMAZONAS,BONGARA,VALERA
PERUANOS POR EL KAMBIO ,50.0,9.23,7.11,010310,PERÚ,AMAZONAS,BONGARA,VALERA
FRENTE ESPERANZA ,11.0,0.46,0.36,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
FUERZA POPULAR ,1336.0,55.92,43.49,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
ALIANZA POPULAR ,59.0,2.47,1.92,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",355.0,14.86,11.56,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
ACCION POPULAR ,123.0,5.15,4.0,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
DEMOCRACIA DIRECTA ,334.0,13.98,10.87,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PERU POSIBLE ,22.0,0.92,0.72,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PERU NACION *,0.0,0.0,0.0,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PROGRESANDO PERU ,5.0,0.21,0.16,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PARTIDO POLITICO ORDEN ,8.0,0.33,0.26,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
PERUANOS POR EL KAMBIO ,136.0,5.69,4.43,010311,PERÚ,AMAZONAS,BONGARA,YAMBRASBAMBA
FRENTE ESPERANZA ,212.0,0.95,0.75,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
FUERZA POPULAR ,8857.0,39.6,31.38,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
ALIANZA POPULAR ,1197.0,5.35,4.24,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",4414.0,19.74,15.64,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
ACCION POPULAR ,2168.0,9.69,7.68,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
DEMOCRACIA DIRECTA ,1292.0,5.78,4.58,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PERU POSIBLE ,320.0,1.43,1.13,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PERU NACION *,0.0,0.0,0.0,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PROGRESANDO PERU ,77.0,0.34,0.27,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PARTIDO POLITICO ORDEN ,24.0,0.11,0.09,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
PERUANOS POR EL KAMBIO ,3803.0,17.01,13.47,010100,PERÚ,AMAZONAS,CHACHAPOYAS,TODOS
FRENTE ESPERANZA ,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
FUERZA POPULAR ,59.0,40.14,29.65,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
ALIANZA POPULAR ,3.0,2.04,1.51,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PERU LIBERTARIO *,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",30.0,20.41,15.08,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
ACCION POPULAR ,20.0,13.61,10.05,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
DEMOCRACIA DIRECTA ,6.0,4.08,3.02,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PERU POSIBLE ,5.0,3.4,2.51,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PERU NACION *,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PROGRESANDO PERU ,2.0,1.36,1.01,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
PERUANOS POR EL KAMBIO ,22.0,14.97,11.06,010102,PERÚ,AMAZONAS,CHACHAPOYAS,ASUNCION
FRENTE ESPERANZA ,2.0,0.38,0.29,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
FUERZA POPULAR ,252.0,48.18,37.06,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
ALIANZA POPULAR ,13.0,2.49,1.91,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PERU LIBERTARIO *,0.0,0.0,0.0,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",80.0,15.3,11.76,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
ACCION POPULAR ,17.0,3.25,2.5,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
DEMOCRACIA DIRECTA ,107.0,20.46,15.74,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PERU POSIBLE ,4.0,0.76,0.59,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PERU NACION *,0.0,0.0,0.0,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PROGRESANDO PERU ,1.0,0.19,0.15,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PARTIDO POLITICO ORDEN ,1.0,0.19,0.15,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
PERUANOS POR EL KAMBIO ,46.0,8.8,6.76,010103,PERÚ,AMAZONAS,CHACHAPOYAS,BALSAS
FRENTE ESPERANZA ,121.0,1.03,0.86,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
FUERZA POPULAR ,4384.0,37.23,31.02,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
ALIANZA POPULAR ,688.0,5.84,4.87,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PERU LIBERTARIO *,0.0,0.0,0.0,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",2131.0,18.1,15.08,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
ACCION POPULAR ,1454.0,12.35,10.29,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
DEMOCRACIA DIRECTA ,266.0,2.26,1.88,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PERU POSIBLE ,176.0,1.49,1.25,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PERU NACION *,0.0,0.0,0.0,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PROGRESANDO PERU ,35.0,0.3,0.25,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PARTIDO POLITICO ORDEN ,21.0,0.18,0.15,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
PERUANOS POR EL KAMBIO ,2498.0,21.22,17.67,010101,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
FRENTE ESPERANZA ,4.0,1.15,0.87,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
FUERZA POPULAR ,131.0,37.75,28.48,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
ALIANZA POPULAR ,6.0,1.73,1.3,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PERU LIBERTARIO *,0.0,0.0,0.0,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",72.0,20.75,15.65,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
ACCION POPULAR ,49.0,14.12,10.65,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
DEMOCRACIA DIRECTA ,5.0,1.44,1.09,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PERU POSIBLE ,2.0,0.58,0.43,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PERU NACION *,0.0,0.0,0.0,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PROGRESANDO PERU ,2.0,0.58,0.43,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PARTIDO POLITICO ORDEN ,1.0,0.29,0.22,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
PERUANOS POR EL KAMBIO ,75.0,21.61,16.3,010104,PERÚ,AMAZONAS,CHACHAPOYAS,CHETO
FRENTE ESPERANZA ,1.0,0.28,0.21,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
FUERZA POPULAR ,239.0,67.9,50.1,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
ALIANZA POPULAR ,8.0,2.27,1.68,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PERU LIBERTARIO *,0.0,0.0,0.0,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",59.0,16.76,12.37,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
ACCION POPULAR ,11.0,3.12,2.31,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
DEMOCRACIA DIRECTA ,10.0,2.84,2.1,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PERU POSIBLE ,4.0,1.14,0.84,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PERU NACION *,0.0,0.0,0.0,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PROGRESANDO PERU ,2.0,0.57,0.42,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
PERUANOS POR EL KAMBIO ,18.0,5.11,3.77,010105,PERÚ,AMAZONAS,CHACHAPOYAS,CHILIQUIN
FRENTE ESPERANZA ,4.0,0.68,0.49,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
FUERZA POPULAR ,297.0,50.17,36.71,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
ALIANZA POPULAR ,32.0,5.41,3.96,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",150.0,25.34,18.54,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
ACCION POPULAR ,20.0,3.38,2.47,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
DEMOCRACIA DIRECTA ,41.0,6.93,5.07,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PERU POSIBLE ,10.0,1.69,1.24,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PERU NACION *,0.0,0.0,0.0,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PROGRESANDO PERU ,2.0,0.34,0.25,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
PERUANOS POR EL KAMBIO ,36.0,6.08,4.45,010106,PERÚ,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
FRENTE ESPERANZA ,1.0,0.41,0.32,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
FUERZA POPULAR ,127.0,52.05,41.23,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
ALIANZA POPULAR ,6.0,2.46,1.95,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PERU LIBERTARIO *,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",55.0,22.54,17.86,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
ACCION POPULAR ,7.0,2.87,2.27,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
DEMOCRACIA DIRECTA ,6.0,2.46,1.95,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PERU POSIBLE ,1.0,0.41,0.32,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PERU NACION *,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PROGRESANDO PERU ,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
PERUANOS POR EL KAMBIO ,41.0,16.8,13.31,010107,PERÚ,AMAZONAS,CHACHAPOYAS,GRANADA
FRENTE ESPERANZA ,5.0,1.92,1.49,010108,PERÚ,AMAZONAS,CHACHAPOYAS,HUANCAS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,010108,PERÚ,AMAZONAS,CHACHAPOYAS,HUANCAS
